2023-08-10 14:41:42,608 INFO  [background-preinit] (Version.java:21)- HV000001: Hibernate Validator 6.2.5.Final
2023-08-10 14:42:24,594 INFO  [http-nio-8080-exec-1] (Logger.java:37)- [doudian sdk log] http response: {"code":10000,"data":{"products":[{"activity_info":{"activity_type":null},"base_info":{"category_id":13,"category_name":"食品饮料","cover":"https://p3-aio.ecombdimg.com/obj/ecom-shop-material/WTcAgOqt_m_a2870ee5645b8da6ab972e722f659479_sx_171418_www800-800","detail_url":"https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?id=3627038679228413767\u0026origin_type=open_platform\u0026pick_source=v.tOFIw","first_cid":20018,"imgs":["https://p3-aio.ecombdimg.com/obj/ecom-shop-material/WTcAgOqt_m_a2870ee5645b8da6ab972e722f659479_sx_171418_www800-800","https://p3-aio.ecombdimg.com/obj/ecom-shop-material/WTcAgOqt_m_9efd89ab6a673ff960febfcc950c1c9c_sx_48528_www626-626","https://p3-aio.ecombdimg.com/obj/ecom-shop-material/WTcAgOqt_m_a49d82fe28e0b28263a3ec52f465da43_sx_1736964_www3072-3072","https://p9-aio.ecombdimg.com/obj/ecom-shop-material/WTcAgOqt_m_1d79048d6cc9ea6c358894de1afc7944_sx_460925_www2138-2138"],"in_stock":true,"price":999,"product_id":3627038679228413767,"sales":2205818,"second_cid":20355,"success":true,"third_cid":34805,"title":"挑嘴女王爽口魔芋解馋休闲小零食混合口味[30包仅9.99元]"},"brand_info":{"brand_id":null,"brand_name_cn":null,"brand_name_en":null},"comment_info":{"comment_num":null,"comment_score":null},"coupon_info":{"coupon_price":null},"logistics_info":{"text":null},"month_sale_data":{"kol_num":null,"order_num":null,"view_num":null},"presell_info":{"presell_type":null},"promotion_info":{"commission_type":null,"cos_fee":null,"cos_ratio":null,"kol_cos_fee":null,"kol_cos_ratio":null},"qualification_info":{},"rights_info":{},"share_info":{},"shop_info":{"shop_id":null,"shop_name":null},"tags":{"has_douin_goods_tag":null}}]},"log_id":"20230810144220BE4C3CC48B0DBC23C7D9","msg":"success","sub_code":"","sub_msg":""}
2023-08-10 14:48:48,581 INFO  [background-preinit] (Version.java:21)- HV000001: Hibernate Validator 6.2.5.Final
2023-08-10 14:48:48,585 INFO  [main] (StartupInfoLogger.java:55)- Starting YecaoshiApplication using Java 18.0.2 on MAKJEARUYSKCDRG with PID 6184 (C:\Users\Administrator\IdeaProjects\demo1\Yecaoshi\target\classes started by Administrator in C:\Users\Administrator\IdeaProjects\demo1\Yecaoshi)
2023-08-10 14:48:48,585 INFO  [main] (SpringApplication.java:631)- No active profile set, falling back to 1 default profile: "default"
2023-08-10 14:48:49,287 INFO  [main] (TomcatWebServer.java:108)- Tomcat initialized with port(s): 8080 (http)
2023-08-10 14:48:49,288 INFO  [main] (DirectJDKLog.java:173)- Loaded Apache Tomcat Native library [1.2.35] using APR version [1.7.0].
2023-08-10 14:48:49,288 INFO  [main] (DirectJDKLog.java:173)- APR capabilities: IPv6 [true], sendfile [true], accept filters [false], random [true], UDS [true].
2023-08-10 14:48:49,288 INFO  [main] (DirectJDKLog.java:173)- APR/OpenSSL configuration: useAprConnector [false], useOpenSSL [true]
2023-08-10 14:48:49,291 INFO  [main] (DirectJDKLog.java:173)- OpenSSL successfully initialized [OpenSSL 1.1.1q  5 Jul 2022]
2023-08-10 14:48:49,297 INFO  [main] (DirectJDKLog.java:173)- Initializing ProtocolHandler ["http-nio-8080"]
2023-08-10 14:48:49,298 INFO  [main] (DirectJDKLog.java:173)- Starting service [Tomcat]
2023-08-10 14:48:49,298 INFO  [main] (DirectJDKLog.java:173)- Starting Servlet engine: [Apache Tomcat/9.0.69]
2023-08-10 14:48:49,377 INFO  [main] (DirectJDKLog.java:173)- Initializing Spring embedded WebApplicationContext
2023-08-10 14:48:49,378 INFO  [main] (ServletWebServerApplicationContext.java:292)- Root WebApplicationContext: initialization completed in 759 ms
2023-08-10 14:48:49,561 WARN  [main] (TableInfoHelper.java:423)- This primary key of "id" is primitive !不建议如此请使用包装类 in Class: "com.example.yecaoshi.pojo.HUser"
2023-08-10 14:48:49,650 WARN  [main] (TableInfoHelper.java:423)- This primary key of "id" is primitive !不建议如此请使用包装类 in Class: "com.example.yecaoshi.pojo.HGoods"
2023-08-10 14:48:49,954 INFO  [main] (DirectJDKLog.java:173)- Starting ProtocolHandler ["http-nio-8080"]
2023-08-10 14:48:49,956 WARN  [main] (AbstractApplicationContext.java:591)- Exception encountered during context initialization - cancelling refresh attempt: org.springframework.context.ApplicationContextException: Failed to start bean 'webServerStartStop'; nested exception is org.springframework.boot.web.server.PortInUseException: Port 8080 is already in use
2023-08-10 14:48:49,959 INFO  [main] (DirectJDKLog.java:173)- Pausing ProtocolHandler ["http-nio-8080"]
2023-08-10 14:48:49,959 INFO  [main] (DirectJDKLog.java:173)- Stopping service [Tomcat]
2023-08-10 14:48:49,965 INFO  [main] (DirectJDKLog.java:173)- Stopping ProtocolHandler ["http-nio-8080"]
2023-08-10 14:48:49,965 INFO  [main] (DirectJDKLog.java:173)- Destroying ProtocolHandler ["http-nio-8080"]
2023-08-10 14:48:49,970 INFO  [main] (ConditionEvaluationReportLoggingListener.java:136)- 

Error starting ApplicationContext. To display the conditions report re-run your application with 'debug' enabled.
2023-08-10 14:48:49,982 ERROR  [main] (LoggingFailureAnalysisReporter.java:40)- 

***************************
APPLICATION FAILED TO START
***************************

Description:

Web server failed to start. Port 8080 was already in use.

Action:

Identify and stop the process that's listening on port 8080 or configure this application to listen on another port.

2023-08-10 14:49:09,079 INFO  [http-nio-8080-exec-3] (Logger.java:37)- [doudian sdk log] http request url: https://openapi-fxg.jinritemai.com/token/refresh?app_key=7182174365499278907&method=token.refresh&v=2&sign=e2f2e2560568ad34ec0da6491633f3e2&timestamp=1691650149078&access_token=, body: {"grant_type":"refresh_token","refresh_token":"1246ea0f-4194-48ef-b4e6-cb79bd19d45f"}
2023-08-10 14:49:09,341 INFO  [http-nio-8080-exec-3] (Logger.java:37)- [doudian sdk log] http response: {"code":10000,"data":{"access_token":"ddf868e7-22d0-41ad-95bf-63c4e837e41b","auth_subject_type":"DouKe","authority_id":"7216596770402681125","expires_in":517944,"refresh_token":"1246ea0f-4194-48ef-b4e6-cb79bd19d45f","scope":"SCOPE","shop_id":0,"shop_name":""},"log_id":"202308101449056CAED06630B01E1FD545","msg":"success","sub_code":"","sub_msg":""}
2023-08-10 14:49:09,342 INFO  [http-nio-8080-exec-3] (Logger.java:37)- [doudian sdk log] http request url: https://openapi-fxg.jinritemai.com/buyin/kolProductsDetail?app_key=7182174365499278907&method=buyin.kolProductsDetail&v=2&sign=f5a78044c859897ae39d6d9cac840134&timestamp=1691650149342&access_token=ddf868e7-22d0-41ad-95bf-63c4e837e41b, body: {"product_ids":[3627038679228413767]}
2023-08-10 14:49:09,493 INFO  [http-nio-8080-exec-3] (Logger.java:37)- [doudian sdk log] http response: {"code":10000,"data":{"products":[{"activity_info":{"activity_type":null},"base_info":{"category_id":13,"category_name":"食品饮料","cover":"https://p3-aio.ecombdimg.com/obj/ecom-shop-material/WTcAgOqt_m_a2870ee5645b8da6ab972e722f659479_sx_171418_www800-800","detail_url":"https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?id=3627038679228413767\u0026origin_type=open_platform\u0026pick_source=v.tOFIw","first_cid":20018,"imgs":["https://p6-aio.ecombdimg.com/obj/ecom-shop-material/WTcAgOqt_m_a2870ee5645b8da6ab972e722f659479_sx_171418_www800-800","https://p3-aio.ecombdimg.com/obj/ecom-shop-material/WTcAgOqt_m_9efd89ab6a673ff960febfcc950c1c9c_sx_48528_www626-626","https://p3-aio.ecombdimg.com/obj/ecom-shop-material/WTcAgOqt_m_a49d82fe28e0b28263a3ec52f465da43_sx_1736964_www3072-3072","https://p9-aio.ecombdimg.com/obj/ecom-shop-material/WTcAgOqt_m_1d79048d6cc9ea6c358894de1afc7944_sx_460925_www2138-2138"],"in_stock":true,"price":999,"product_id":3627038679228413767,"sales":2206020,"second_cid":20355,"success":true,"third_cid":34805,"title":"挑嘴女王爽口魔芋解馋休闲小零食混合口味[30包仅9.99元]"},"brand_info":{"brand_id":null,"brand_name_cn":null,"brand_name_en":null},"comment_info":{"comment_num":null,"comment_score":null},"coupon_info":{"coupon_price":null},"logistics_info":{"text":null},"month_sale_data":{"kol_num":null,"order_num":null,"view_num":null},"presell_info":{"presell_type":null},"promotion_info":{"commission_type":null,"cos_fee":null,"cos_ratio":null,"kol_cos_fee":null,"kol_cos_ratio":null},"qualification_info":{},"rights_info":{},"share_info":{},"shop_info":{"shop_id":null,"shop_name":null},"tags":{"has_douin_goods_tag":null}}]},"log_id":"20230810144905E47C6CFE6037221A4919","msg":"success","sub_code":"","sub_msg":""}
2023-08-10 14:50:20,679 INFO  [http-nio-8080-exec-5] (Logger.java:37)- [doudian sdk log] http request url: https://openapi-fxg.jinritemai.com/token/refresh?app_key=7182174365499278907&method=token.refresh&v=2&sign=5b806ff0236081300bc3e34d39d48226&timestamp=1691650220679&access_token=, body: {"grant_type":"refresh_token","refresh_token":"1246ea0f-4194-48ef-b4e6-cb79bd19d45f"}
2023-08-10 14:50:20,911 INFO  [http-nio-8080-exec-5] (Logger.java:37)- [doudian sdk log] http response: {"code":10000,"data":{"access_token":"ddf868e7-22d0-41ad-95bf-63c4e837e41b","auth_subject_type":"DouKe","authority_id":"7216596770402681125","expires_in":517872,"refresh_token":"1246ea0f-4194-48ef-b4e6-cb79bd19d45f","scope":"SCOPE","shop_id":0,"shop_name":""},"log_id":"20230810145017CC69662F74C9EB1B754D","msg":"success","sub_code":"","sub_msg":""}
2023-08-10 14:50:20,912 INFO  [http-nio-8080-exec-5] (Logger.java:37)- [doudian sdk log] http request url: https://openapi-fxg.jinritemai.com/buyin/kolProductsDetail?app_key=7182174365499278907&method=buyin.kolProductsDetail&v=2&sign=a22205070a937af546aa745a6fcd1121&timestamp=1691650220912&access_token=ddf868e7-22d0-41ad-95bf-63c4e837e41b, body: {"product_ids":[3627038679228413767]}
2023-08-10 14:50:21,131 INFO  [http-nio-8080-exec-5] (Logger.java:37)- [doudian sdk log] http response: {"code":10000,"data":{"products":[{"activity_info":{"activity_type":null},"base_info":{"category_id":13,"category_name":"食品饮料","cover":"https://p3-aio.ecombdimg.com/obj/ecom-shop-material/WTcAgOqt_m_a2870ee5645b8da6ab972e722f659479_sx_171418_www800-800","detail_url":"https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?id=3627038679228413767\u0026origin_type=open_platform\u0026pick_source=v.tOFIw","first_cid":20018,"imgs":["https://p3-aio.ecombdimg.com/obj/ecom-shop-material/WTcAgOqt_m_a2870ee5645b8da6ab972e722f659479_sx_171418_www800-800","https://p9-aio.ecombdimg.com/obj/ecom-shop-material/WTcAgOqt_m_9efd89ab6a673ff960febfcc950c1c9c_sx_48528_www626-626","https://p9-aio.ecombdimg.com/obj/ecom-shop-material/WTcAgOqt_m_a49d82fe28e0b28263a3ec52f465da43_sx_1736964_www3072-3072","https://p6-aio.ecombdimg.com/obj/ecom-shop-material/WTcAgOqt_m_1d79048d6cc9ea6c358894de1afc7944_sx_460925_www2138-2138"],"in_stock":true,"price":999,"product_id":3627038679228413767,"sales":2206020,"second_cid":20355,"success":true,"third_cid":34805,"title":"挑嘴女王爽口魔芋解馋休闲小零食混合口味[30包仅9.99元]"},"brand_info":{"brand_id":null,"brand_name_cn":null,"brand_name_en":null},"comment_info":{"comment_num":null,"comment_score":null},"coupon_info":{"coupon_price":null},"logistics_info":{"text":null},"month_sale_data":{"kol_num":null,"order_num":null,"view_num":null},"presell_info":{"presell_type":null},"promotion_info":{"commission_type":null,"cos_fee":null,"cos_ratio":null,"kol_cos_fee":null,"kol_cos_ratio":null},"qualification_info":{},"rights_info":{},"share_info":{},"shop_info":{"shop_id":null,"shop_name":null},"tags":{"has_douin_goods_tag":null}}]},"log_id":"20230810145017BAECBCD80F5B2E185978","msg":"success","sub_code":"","sub_msg":""}
2023-08-10 14:53:22,132 INFO  [background-preinit] (Version.java:21)- HV000001: Hibernate Validator 6.2.5.Final
2023-08-10 14:53:22,142 INFO  [main] (StartupInfoLogger.java:55)- Starting YecaoshiApplication using Java 18.0.2 on MAKJEARUYSKCDRG with PID 3448 (C:\Users\Administrator\IdeaProjects\demo1\Yecaoshi\target\classes started by Administrator in C:\Users\Administrator\IdeaProjects\demo1\Yecaoshi)
2023-08-10 14:53:22,143 INFO  [main] (SpringApplication.java:631)- No active profile set, falling back to 1 default profile: "default"
2023-08-10 14:53:23,101 INFO  [main] (TomcatWebServer.java:108)- Tomcat initialized with port(s): 8080 (http)
2023-08-10 14:53:23,102 INFO  [main] (DirectJDKLog.java:173)- Loaded Apache Tomcat Native library [1.2.35] using APR version [1.7.0].
2023-08-10 14:53:23,102 INFO  [main] (DirectJDKLog.java:173)- APR capabilities: IPv6 [true], sendfile [true], accept filters [false], random [true], UDS [true].
2023-08-10 14:53:23,102 INFO  [main] (DirectJDKLog.java:173)- APR/OpenSSL configuration: useAprConnector [false], useOpenSSL [true]
2023-08-10 14:53:23,105 INFO  [main] (DirectJDKLog.java:173)- OpenSSL successfully initialized [OpenSSL 1.1.1q  5 Jul 2022]
2023-08-10 14:53:23,111 INFO  [main] (DirectJDKLog.java:173)- Initializing ProtocolHandler ["http-nio-8080"]
2023-08-10 14:53:23,111 INFO  [main] (DirectJDKLog.java:173)- Starting service [Tomcat]
2023-08-10 14:53:23,111 INFO  [main] (DirectJDKLog.java:173)- Starting Servlet engine: [Apache Tomcat/9.0.69]
2023-08-10 14:53:23,179 INFO  [main] (DirectJDKLog.java:173)- Initializing Spring embedded WebApplicationContext
2023-08-10 14:53:23,180 INFO  [main] (ServletWebServerApplicationContext.java:292)- Root WebApplicationContext: initialization completed in 977 ms
2023-08-10 14:53:23,304 WARN  [main] (TableInfoHelper.java:423)- This primary key of "id" is primitive !不建议如此请使用包装类 in Class: "com.example.yecaoshi.pojo.HUser"
2023-08-10 14:53:23,426 WARN  [main] (TableInfoHelper.java:423)- This primary key of "id" is primitive !不建议如此请使用包装类 in Class: "com.example.yecaoshi.pojo.HGoods"
2023-08-10 14:53:23,711 INFO  [main] (DirectJDKLog.java:173)- Starting ProtocolHandler ["http-nio-8080"]
2023-08-10 14:53:23,724 INFO  [main] (TomcatWebServer.java:220)- Tomcat started on port(s): 8080 (http) with context path ''
2023-08-10 14:53:23,732 INFO  [main] (StartupInfoLogger.java:61)- Started YecaoshiApplication in 2.239 seconds (JVM running for 3.004)
2023-08-10 14:53:27,281 INFO  [http-nio-8080-exec-1] (DirectJDKLog.java:173)- Initializing Spring DispatcherServlet 'dispatcherServlet'
2023-08-10 14:53:27,282 INFO  [http-nio-8080-exec-1] (FrameworkServlet.java:525)- Initializing Servlet 'dispatcherServlet'
2023-08-10 14:53:27,283 INFO  [http-nio-8080-exec-1] (FrameworkServlet.java:547)- Completed initialization in 1 ms
2023-08-10 14:53:27,333 INFO  [http-nio-8080-exec-1] (Logger.java:37)- [doudian sdk log] http request url: https://openapi-fxg.jinritemai.com/token/refresh?app_key=7182174365499278907&method=token.refresh&v=2&sign=a4dbfc2907c1f685c1c5ea1d9367ef5d&timestamp=1691650407328&access_token=, body: {"grant_type":"refresh_token","refresh_token":"1246ea0f-4194-48ef-b4e6-cb79bd19d45f"}
2023-08-10 14:53:27,642 INFO  [http-nio-8080-exec-1] (Logger.java:37)- [doudian sdk log] http response: {"code":10000,"data":{"access_token":"ddf868e7-22d0-41ad-95bf-63c4e837e41b","auth_subject_type":"DouKe","authority_id":"7216596770402681125","expires_in":517686,"refresh_token":"1246ea0f-4194-48ef-b4e6-cb79bd19d45f","scope":"SCOPE","shop_id":0,"shop_name":""},"log_id":"20230810145323FCA065A7C2ADF0176DCF","msg":"success","sub_code":"","sub_msg":""}
2023-08-10 14:53:27,646 INFO  [http-nio-8080-exec-1] (Logger.java:37)- [doudian sdk log] http request url: https://openapi-fxg.jinritemai.com/buyin/kolProductsDetail?app_key=7182174365499278907&method=buyin.kolProductsDetail&v=2&sign=4845bbafa0fc47ea778ded553d7959ed&timestamp=1691650407645&access_token=ddf868e7-22d0-41ad-95bf-63c4e837e41b, body: {"product_ids":[3627038679228413767]}
2023-08-10 14:53:27,754 INFO  [http-nio-8080-exec-1] (Logger.java:37)- [doudian sdk log] http response: {"code":10000,"data":{"products":[{"activity_info":{"activity_type":null},"base_info":{"category_id":13,"category_name":"食品饮料","cover":"https://p9-aio.ecombdimg.com/obj/ecom-shop-material/WTcAgOqt_m_a2870ee5645b8da6ab972e722f659479_sx_171418_www800-800","detail_url":"https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?id=3627038679228413767\u0026origin_type=open_platform\u0026pick_source=v.tOFIw","first_cid":20018,"imgs":["https://p3-aio.ecombdimg.com/obj/ecom-shop-material/WTcAgOqt_m_a2870ee5645b8da6ab972e722f659479_sx_171418_www800-800","https://p9-aio.ecombdimg.com/obj/ecom-shop-material/WTcAgOqt_m_9efd89ab6a673ff960febfcc950c1c9c_sx_48528_www626-626","https://p9-aio.ecombdimg.com/obj/ecom-shop-material/WTcAgOqt_m_a49d82fe28e0b28263a3ec52f465da43_sx_1736964_www3072-3072","https://p9-aio.ecombdimg.com/obj/ecom-shop-material/WTcAgOqt_m_1d79048d6cc9ea6c358894de1afc7944_sx_460925_www2138-2138"],"in_stock":true,"price":999,"product_id":3627038679228413767,"sales":2206020,"second_cid":20355,"success":true,"third_cid":34805,"title":"挑嘴女王爽口魔芋解馋休闲小零食混合口味[30包仅9.99元]"},"brand_info":{"brand_id":null,"brand_name_cn":null,"brand_name_en":null},"comment_info":{"comment_num":null,"comment_score":null},"coupon_info":{"coupon_price":null},"logistics_info":{"text":null},"month_sale_data":{"kol_num":null,"order_num":null,"view_num":null},"presell_info":{"presell_type":null},"promotion_info":{"commission_type":null,"cos_fee":null,"cos_ratio":null,"kol_cos_fee":null,"kol_cos_ratio":null},"qualification_info":{},"rights_info":{},"share_info":{},"shop_info":{"shop_id":null,"shop_name":null},"tags":{"has_douin_goods_tag":null}}]},"log_id":"202308101453236E2E0E2B2226EB2602BE","msg":"success","sub_code":"","sub_msg":""}
2023-08-10 14:54:40,237 INFO  [http-nio-8080-exec-2] (Logger.java:37)- [doudian sdk log] http request url: https://openapi-fxg.jinritemai.com/token/refresh?app_key=7182174365499278907&method=token.refresh&v=2&sign=5686511bbdc511b268c2cfcc3d961498&timestamp=1691650480237&access_token=, body: {"grant_type":"refresh_token","refresh_token":"1246ea0f-4194-48ef-b4e6-cb79bd19d45f"}
2023-08-10 14:54:40,461 INFO  [http-nio-8080-exec-2] (Logger.java:37)- [doudian sdk log] http response: {"code":10000,"data":{"access_token":"ddf868e7-22d0-41ad-95bf-63c4e837e41b","auth_subject_type":"DouKe","authority_id":"7216596770402681125","expires_in":517613,"refresh_token":"1246ea0f-4194-48ef-b4e6-cb79bd19d45f","scope":"SCOPE","shop_id":0,"shop_name":""},"log_id":"20230810145436EFD817BDF88C2C0BB07D","msg":"success","sub_code":"","sub_msg":""}
2023-08-10 14:54:40,462 INFO  [http-nio-8080-exec-2] (Logger.java:37)- [doudian sdk log] http request url: https://openapi-fxg.jinritemai.com/buyin/kolProductsDetail?app_key=7182174365499278907&method=buyin.kolProductsDetail&v=2&sign=b52dfe6aec6a3a0e93f1600560d55c03&timestamp=1691650480462&access_token=ddf868e7-22d0-41ad-95bf-63c4e837e41b, body: {"product_ids":[3627038679228413767]}
2023-08-10 14:54:40,672 INFO  [http-nio-8080-exec-2] (Logger.java:37)- [doudian sdk log] http response: {"code":10000,"data":{"products":[{"activity_info":{"activity_type":null},"base_info":{"category_id":13,"category_name":"食品饮料","cover":"https://p6-aio.ecombdimg.com/obj/ecom-shop-material/WTcAgOqt_m_a2870ee5645b8da6ab972e722f659479_sx_171418_www800-800","detail_url":"https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?id=3627038679228413767\u0026origin_type=open_platform\u0026pick_source=v.tOFIw","first_cid":20018,"imgs":["https://p6-aio.ecombdimg.com/obj/ecom-shop-material/WTcAgOqt_m_a2870ee5645b8da6ab972e722f659479_sx_171418_www800-800","https://p3-aio.ecombdimg.com/obj/ecom-shop-material/WTcAgOqt_m_9efd89ab6a673ff960febfcc950c1c9c_sx_48528_www626-626","https://p9-aio.ecombdimg.com/obj/ecom-shop-material/WTcAgOqt_m_a49d82fe28e0b28263a3ec52f465da43_sx_1736964_www3072-3072","https://p3-aio.ecombdimg.com/obj/ecom-shop-material/WTcAgOqt_m_1d79048d6cc9ea6c358894de1afc7944_sx_460925_www2138-2138"],"in_stock":true,"price":999,"product_id":3627038679228413767,"sales":2206220,"second_cid":20355,"success":true,"third_cid":34805,"title":"挑嘴女王爽口魔芋解馋休闲小零食混合口味[30包仅9.99元]"},"brand_info":{"brand_id":null,"brand_name_cn":null,"brand_name_en":null},"comment_info":{"comment_num":null,"comment_score":null},"coupon_info":{"coupon_price":null},"logistics_info":{"text":null},"month_sale_data":{"kol_num":null,"order_num":null,"view_num":null},"presell_info":{"presell_type":null},"promotion_info":{"commission_type":null,"cos_fee":null,"cos_ratio":null,"kol_cos_fee":null,"kol_cos_ratio":null},"qualification_info":{},"rights_info":{},"share_info":{},"shop_info":{"shop_id":null,"shop_name":null},"tags":{"has_douin_goods_tag":null}}]},"log_id":"20230810145436D46C712CC757DE0E0CFB","msg":"success","sub_code":"","sub_msg":""}
2023-08-10 15:01:41,691 INFO  [http-nio-8080-exec-4] (HikariDataSource.java:110)- HikariPool-1 - Starting...
2023-08-10 15:01:41,809 INFO  [http-nio-8080-exec-4] (HikariDataSource.java:123)- HikariPool-1 - Start completed.
2023-08-10 15:02:07,922 WARN  [http-nio-8080-exec-10] (AbstractHandlerExceptionResolver.java:208)- Resolved [org.springframework.web.bind.MissingServletRequestParameterException: Required request parameter 'orderid' for method parameter type String is not present]
2023-08-10 15:11:30,932 WARN  [http-nio-8080-exec-5] (PoolBase.java:184)- HikariPool-1 - Failed to validate connection com.mysql.cj.jdbc.ConnectionImpl@634e873 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2023-08-10 15:11:30,937 WARN  [http-nio-8080-exec-5] (PoolBase.java:184)- HikariPool-1 - Failed to validate connection com.mysql.cj.jdbc.ConnectionImpl@36721eef (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2023-08-10 15:11:30,940 WARN  [http-nio-8080-exec-5] (PoolBase.java:184)- HikariPool-1 - Failed to validate connection com.mysql.cj.jdbc.ConnectionImpl@17a41f22 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2023-08-10 15:11:30,942 WARN  [http-nio-8080-exec-5] (PoolBase.java:184)- HikariPool-1 - Failed to validate connection com.mysql.cj.jdbc.ConnectionImpl@34e1590d (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2023-08-10 15:11:30,943 WARN  [http-nio-8080-exec-5] (PoolBase.java:184)- HikariPool-1 - Failed to validate connection com.mysql.cj.jdbc.ConnectionImpl@4590d4ed (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2023-08-10 15:11:30,944 WARN  [http-nio-8080-exec-5] (PoolBase.java:184)- HikariPool-1 - Failed to validate connection com.mysql.cj.jdbc.ConnectionImpl@63b33fd6 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
